"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"6934","43R",2022-10-15,"n-A",54,22,6,11,21,"R","R",1,0.874,44,11,22,21,6,6,9,9,1,8.54400374531753,11
"6935","43R",2022-10-15,"n-A",55,6,22,21,7,"L","L",1,0.527,44,7,22,21,6,4,9,9,1,9.4339811320566,13
"6936","43R",2022-10-15,"n-A",56,6,16,21,5,"L","L",1,0.594,44,5,16,21,6,2,7,9,1,9.21954445729289,13
"6937","43R",2022-10-15,"n-A",57,19,6,7,21,"R","R",1,0.92,44,7,19,21,6,4,8,9,1,8.60232526704263,12
"6938","43R",2022-10-15,"n-A",58,19,6,11,21,"R","R",1,1.221,44,11,19,21,6,6,8,9,1,7.61577310586391,10
"6939","43R",2022-10-15,"n-A",59,16,6,4,21,"R","R",1,0.563,44,4,16,21,6,1,7,9,1,10,14
"6940","43R",2022-10-15,"n-A",60,6,10,21,5,"L","L",1,0.513,44,5,10,21,6,2,4,9,1,7.61577310586391,10
"6941","43R",2022-10-15,"n-A",61,6,19,21,14,"L","L",1,0.51,44,14,19,21,6,7,8,9,1,7.28010988928052,9
"6942","43R",2022-10-15,"n-A",62,6,22,21,17,"L","L",1,0.641,44,17,22,21,6,8,9,9,1,8.06225774829855,9
"6943","43R",2022-10-15,"n-A",63,16,6,9,21,"R","R",1,1.546,44,9,16,21,6,5,7,9,1,7.21110255092798,10
"6944","43R",2022-10-15,"n-A",64,6,7,21,5,"L","L",1,0.501,44,5,7,21,6,2,2,9,1,7.07106781186548,8
"6945","43R",2022-10-15,"n-A",65,19,6,6,21,"R","L",0,0.033,44,6,19,21,6,3,8,9,1,9.21954445729289,13
"6946","43R",2022-10-15,"n-A",66,6,10,21,14,"L","L",1,0.565,44,14,10,21,6,7,4,9,1,3.60555127546399,5
"6947","43R",2022-10-15,"n-A",67,6,6,4,21,"R","R",1,0.561,44,4,6,21,6,1,1,9,1,8,8
"6948","43R",2022-10-15,"n-A",68,16,6,7,21,"R","R",1,1.183,44,7,16,21,6,4,7,9,1,7.81024967590665,11
"6949","43R",2022-10-15,"n-A",69,14,6,7,21,"R","R",1,0.969,44,7,14,21,6,4,6,9,1,7.07106781186548,10
"6950","43R",2022-10-15,"n-A",70,10,6,5,21,"R","R",1,1.129,44,5,10,21,6,2,4,9,1,7.61577310586391,10
"6951","43R",2022-10-15,"n-A",71,16,6,17,21,"R","R",1,1.061,44,17,16,21,6,8,7,9,1,6.08276253029822,7
"6952","43R",2022-10-15,"n-A",72,6,6,17,21,"R","L",0,0.697,44,17,6,21,6,8,1,9,1,1,1
"6953","43R",2022-10-15,"n-A",73,6,7,21,11,"L","L",1,1.721,44,11,7,21,6,6,2,9,1,3.16227766016838,4
"6954","43R",2022-10-15,"n-A",74,6,10,21,9,"L","L",1,0.551,44,9,10,21,6,5,4,9,1,5,7
"6955","43R",2022-10-15,"n-A",75,6,14,21,6,"L","L",1,1.949,44,6,14,21,6,3,6,9,1,7.81024967590665,11
"6956","43R",2022-10-15,"n-A",76,12,6,17,21,"R","R",1,1.818,44,17,12,21,6,8,5,9,1,4.12310562561766,5
"6957","43R",2022-10-15,"n-A",77,6,14,21,21,"L","L",1,0.94,44,21,14,21,6,9,6,9,1,5,5
"6958","43R",2022-10-15,"n-A",78,6,19,21,5,"L","L",1,0.839,44,5,19,21,6,2,8,9,1,9.89949493661167,14
"6959","43R",2022-10-15,"n-A",79,6,10,21,17,"L","L",1,0.535,44,17,10,21,6,8,4,9,1,3.16227766016838,4
"6960","43R",2022-10-15,"n-A",80,6,22,21,5,"L","L",1,0.946,44,5,22,21,6,2,9,9,1,10.6301458127346,15
"6961","43R",2022-10-15,"n-A",81,19,6,9,21,"R","R",1,1.801,44,9,19,21,6,5,8,9,1,8.06225774829855,11
"6962","43R",2022-10-15,"n-A",82,12,6,5,21,"R","R",1,1.982,44,5,12,21,6,2,5,9,1,8.06225774829855,11
"6963","43R",2022-10-15,"n-A",83,6,12,21,9,"L","L",1,0.342,44,9,12,21,6,5,5,9,1,5.65685424949238,8
"6964","43R",2022-10-15,"n-A",84,6,8,21,4,"L","L",1,0.461,44,4,8,21,6,1,3,9,1,8.24621125123532,10
"6965","43R",2022-10-15,"n-A",85,6,22,21,11,"L","L",1,0.689,44,11,22,21,6,6,9,9,1,8.54400374531753,11
"6966","43R",2022-10-15,"n-A",86,6,12,21,21,"L","L",1,3.89,44,21,12,21,6,9,5,9,1,4,4
"6967","43R",2022-10-15,"n-A",87,10,6,4,21,"R","R",1,0.365,44,4,10,21,6,1,4,9,1,8.54400374531753,11
"6968","43R",2022-10-15,"n-A",88,22,6,9,21,"R","R",1,0.873,44,9,22,21,6,5,9,9,1,8.94427190999916,12
"6969","43R",2022-10-15,"n-A",89,8,6,17,21,"R","L",0,0.836,44,17,8,21,6,8,3,9,1,2.23606797749979,3
"6970","43R",2022-10-15,"n-A",90,6,12,21,4,"L","L",1,0.446,44,4,12,21,6,1,5,9,1,8.94427190999916,12
"6971","43R",2022-10-15,"n-A",91,6,6,5,21,"R","R",1,0.97,44,5,6,21,6,2,1,9,1,7,7
"6972","43R",2022-10-15,"n-A",92,19,6,17,21,"R","R",1,0.709,44,17,19,21,6,8,8,9,1,7.07106781186548,8
"6973","43R",2022-10-15,"n-A",93,6,19,21,6,"L","L",1,1.062,44,6,19,21,6,3,8,9,1,9.21954445729289,13
"6974","43R",2022-10-15,"n-A",94,6,7,21,7,"L","L",1,1.189,44,7,7,21,6,4,2,9,1,5.09901951359278,6
"6975","43R",2022-10-15,"n-A",95,6,8,21,14,"L","L",1,1.793,44,14,8,21,6,7,3,9,1,2.82842712474619,4
"6976","43R",2022-10-15,"n-A",96,7,6,6,21,"R","R",1,1.225,44,6,7,21,6,3,2,9,1,6.08276253029822,7
"6977","43R",2022-10-15,"n-A",97,6,7,21,4,"L","L",1,1.05,44,4,7,21,6,1,2,9,1,8.06225774829855,9
"6978","43R",2022-10-15,"n-A",98,6,14,21,9,"L","L",1,2.978,44,9,14,21,6,5,6,9,1,6.40312423743285,9
"6979","43R",2022-10-15,"n-A",99,7,6,14,21,"R","R",1,0.792,44,14,7,21,6,7,2,9,1,2.23606797749979,3
"6980","43R",2022-10-15,"n-A",100,6,14,21,17,"L","L",1,0.461,44,17,14,21,6,8,6,9,1,5.09901951359278,6
"6981","43R",2022-10-15,"n-A",101,6,19,21,4,"L","L",1,0.537,44,4,19,21,6,1,8,9,1,10.6301458127346,15
"6982","43R",2022-10-15,"n-A",102,6,19,21,7,"L","L",1,1.689,44,7,19,21,6,4,8,9,1,8.60232526704263,12
"6983","43R",2022-10-15,"n-A",103,6,12,21,5,"L","L",1,0.927,44,5,12,21,6,2,5,9,1,8.06225774829855,11
"6984","43R",2022-10-15,"n-A",104,7,6,11,21,"R","R",1,0.989,44,11,7,21,6,6,2,9,1,3.16227766016838,4
"6985","43R",2022-10-15,"n-A",105,6,22,21,4,"L","L",1,0.523,44,4,22,21,6,1,9,9,1,11.3137084989848,16
"6986","43R",2022-10-15,"n-A",106,6,6,6,21,"R","R",1,0.565,44,6,6,21,6,3,1,9,1,6,6
"6987","43R",2022-10-15,"n-A",107,6,10,21,6,"L","L",1,3.064,44,6,10,21,6,3,4,9,1,6.70820393249937,9
"6988","43R",2022-10-15,"n-A",108,6,19,21,21,"L","L",1,0.413,44,21,19,21,6,9,8,9,1,7,7
"6989","43R",2022-10-15,"n-A",109,19,6,14,21,"R","R",1,0.963,44,14,19,21,6,7,8,9,1,7.28010988928052,9
"6990","43R",2022-10-15,"n-A",110,6,6,14,21,"R","R",1,1.696,44,14,6,21,6,7,1,9,1,2,2
"6991","43R",2022-10-15,"n-A",111,6,6,7,21,"R","R",1,2.8,44,7,6,21,6,4,1,9,1,5,5
"6992","43R",2022-10-15,"n-A",112,6,19,21,9,"L","L",1,0.524,44,9,19,21,6,5,8,9,1,8.06225774829855,11
"6993","43R",2022-10-15,"n-A",113,16,6,6,21,"R","R",1,1.305,44,6,16,21,6,3,7,9,1,8.48528137423857,12
"6994","43R",2022-10-15,"n-A",114,6,22,21,21,"L","L",1,1.637,44,21,22,21,6,9,9,9,1,8,8
"6995","43R",2022-10-15,"n-A",115,8,6,7,21,"R","R",1,1.032,44,7,8,21,6,4,3,9,1,5.3851648071345,7
"6996","43R",2022-10-15,"n-A",116,6,12,21,11,"L","L",1,1.478,44,11,12,21,6,6,5,9,1,5,7
"6997","43R",2022-10-15,"n-A",117,22,6,21,21,"R","R",1,1.352,44,21,22,21,6,9,9,9,1,8,8
"6998","43R",2022-10-15,"n-A",118,6,19,21,17,"L","L",1,0.481,44,17,19,21,6,8,8,9,1,7.07106781186548,8
"6999","43R",2022-10-15,"n-A",119,6,7,21,9,"L","L",1,1.401,44,9,7,21,6,5,2,9,1,4.12310562561766,5
"7000","43R",2022-10-15,"n-A",120,14,6,17,21,"R","R",1,1.1,44,17,14,21,6,8,6,9,1,5.09901951359278,6
"7001","43R",2022-10-15,"n-A",121,6,14,21,14,"L","L",1,0.913,44,14,14,21,6,7,6,9,1,5.3851648071345,7
"7002","43R",2022-10-15,"n-A",122,7,6,17,21,"R","R",1,0.849,44,17,7,21,6,8,2,9,1,1.4142135623731,2
"7003","43R",2022-10-15,"n-A",123,22,6,14,21,"R","R",1,0.869,44,14,22,21,6,7,9,9,1,8.24621125123532,10
"7004","43R",2022-10-15,"n-A",124,8,6,21,21,"R","R",1,1.137,44,21,8,21,6,9,3,9,1,2,2
"7005","43R",2022-10-15,"n-A",125,22,6,4,21,"R","R",1,2.272,44,4,22,21,6,1,9,9,1,11.3137084989848,16
"7006","43R",2022-10-15,"n-A",126,14,6,14,21,"R","R",1,2.544,44,14,14,21,6,7,6,9,1,5.3851648071345,7
"7007","43R",2022-10-15,"n-A",127,10,6,11,21,"R","R",1,1.385,44,11,10,21,6,6,4,9,1,4.24264068711928,6
"7008","43R",2022-10-15,"n-A",128,6,10,21,21,"L","L",1,0.444,44,21,10,21,6,9,4,9,1,3,3
"7009","43R",2022-10-15,"n-A",129,6,12,21,7,"L","L",1,0.492,44,7,12,21,6,4,5,9,1,6.40312423743285,9
"7010","43R",2022-10-15,"n-A",130,6,8,21,6,"L","L",1,0.454,44,6,8,21,6,3,3,9,1,6.32455532033676,8
"7011","43R",2022-10-15,"n-A",131,8,6,9,21,"R","L",0,0.334,44,9,8,21,6,5,3,9,1,4.47213595499958,6
"7012","43R",2022-10-15,"n-A",132,7,6,9,21,"R","R",1,0.342,44,9,7,21,6,5,2,9,1,4.12310562561766,5
"7013","43R",2022-10-15,"n-A",133,10,6,17,21,"R","R",1,2.027,44,17,10,21,6,8,4,9,1,3.16227766016838,4
"7014","43R",2022-10-15,"n-A",134,6,22,21,9,"L","L",1,1.366,44,9,22,21,6,5,9,9,1,8.94427190999916,12
"7015","43R",2022-10-15,"n-A",135,8,6,11,21,"R","R",1,1.212,44,11,8,21,6,6,3,9,1,3.60555127546399,5
"7016","43R",2022-10-15,"n-A",136,6,8,21,7,"L","L",1,0.822,44,7,8,21,6,4,3,9,1,5.3851648071345,7
"7017","43R",2022-10-15,"n-A",137,14,6,21,21,"R","R",1,1.332,44,21,14,21,6,9,6,9,1,5,5
"7018","43R",2022-10-15,"n-A",138,8,6,6,21,"R","R",1,1.097,44,6,8,21,6,3,3,9,1,6.32455532033676,8
"7019","43R",2022-10-15,"n-A",139,6,6,21,14,"L","L",1,0.517,44,14,6,21,6,7,1,9,1,2,2
"7020","43R",2022-10-15,"n-A",140,10,6,6,21,"R","R",1,0.708,44,6,10,21,6,3,4,9,1,6.70820393249937,9
"7021","43R",2022-10-15,"n-A",141,16,6,5,21,"R","R",1,1.545,44,5,16,21,6,2,7,9,1,9.21954445729289,13
"7022","43R",2022-10-15,"n-A",142,8,6,5,21,"R","R",1,0.681,44,5,8,21,6,2,3,9,1,7.28010988928052,9
"7023","43R",2022-10-15,"n-A",143,22,6,7,21,"R","R",1,0.546,44,7,22,21,6,4,9,9,1,9.4339811320566,13
"7024","43R",2022-10-15,"n-A",144,6,22,21,6,"L","L",1,0.437,44,6,22,21,6,3,9,9,1,10,14
"7025","43R",2022-10-15,"n-A",145,14,6,5,21,"R","R",1,0.629,44,5,14,21,6,2,6,9,1,8.60232526704263,12
"7026","43R",2022-10-15,"n-A",146,14,6,9,21,"R","R",1,0.657,44,9,14,21,6,5,6,9,1,6.40312423743285,9
"7027","43R",2022-10-15,"n-A",147,6,6,11,21,"R","R",1,0.374,44,11,6,21,6,6,1,9,1,3,3
"7028","43R",2022-10-15,"n-A",148,12,6,21,21,"R","L",0,0.729,44,21,12,21,6,9,5,9,1,4,4
"7029","43R",2022-10-15,"n-A",149,6,16,21,11,"L","L",1,2.676,44,11,16,21,6,6,7,9,1,6.70820393249937,9
"7030","43R",2022-10-15,"n-A",150,6,6,21,6,"L","L",1,1.778,44,6,6,21,6,3,1,9,1,6,6
"7031","43R",2022-10-15,"n-A",151,6,16,21,9,"L","L",1,0.722,44,9,16,21,6,5,7,9,1,7.21110255092798,10
"7032","43R",2022-10-15,"n-A",152,6,10,21,7,"L","L",1,2.208,44,7,10,21,6,4,4,9,1,5.8309518948453,8
"7033","43R",2022-10-15,"n-A",153,6,7,21,14,"L","L",1,1.837,44,14,7,21,6,7,2,9,1,2.23606797749979,3
"7034","43R",2022-10-15,"n-A",154,6,6,21,5,"L","L",1,0.35,44,5,6,21,6,2,1,9,1,7,7
"7035","43R",2022-10-15,"n-A",155,10,6,9,21,"R","R",1,0.984,44,9,10,21,6,5,4,9,1,5,7
"7036","43R",2022-10-15,"n-A",156,19,6,4,21,"R","R",1,2.477,44,4,19,21,6,1,8,9,1,10.6301458127346,15
"7037","43R",2022-10-15,"n-A",157,6,6,21,9,"L","L",1,0.382,44,9,6,21,6,5,1,9,1,4,4
"7038","43R",2022-10-15,"n-A",158,6,14,21,7,"L","L",1,0.809,44,7,14,21,6,4,6,9,1,7.07106781186548,10
"7039","43R",2022-10-15,"n-A",159,6,16,21,17,"L","L",1,0.373,44,17,16,21,6,8,7,9,1,6.08276253029822,7
"7040","43R",2022-10-15,"n-A",160,10,6,14,21,"R","R",1,2.033,44,14,10,21,6,7,4,9,1,3.60555127546399,5
"7041","43R",2022-10-16,"n-A",1,6,8,21,17,"L","R",0,4.48,45,17,8,21,6,8,3,9,1,2.23606797749979,3
"7042","43R",2022-10-16,"n-A",2,22,6,7,21,"R","R",1,0.462,45,7,22,21,6,4,9,9,1,9.4339811320566,13
"7043","43R",2022-10-16,"n-A",3,6,10,21,7,"L","L",1,0.738,45,7,10,21,6,4,4,9,1,5.8309518948453,8
"7044","43R",2022-10-16,"n-A",4,12,6,11,21,"R","R",1,0.451,45,11,12,21,6,6,5,9,1,5,7
"7045","43R",2022-10-16,"n-A",5,6,8,21,6,"L","L",1,0.445,45,6,8,21,6,3,3,9,1,6.32455532033676,8
"7046","43R",2022-10-16,"n-A",6,6,14,21,21,"L","L",1,0.423,45,21,14,21,6,9,6,9,1,5,5
"7047","43R",2022-10-16,"n-A",7,6,10,21,14,"L","L",1,0.84,45,14,10,21,6,7,4,9,1,3.60555127546399,5
"7048","43R",2022-10-16,"n-A",8,6,16,21,5,"L","L",1,0.817,45,5,16,21,6,2,7,9,1,9.21954445729289,13
"7049","43R",2022-10-16,"n-A",9,22,6,4,21,"R","R",1,0.937,45,4,22,21,6,1,9,9,1,11.3137084989848,16
"7050","43R",2022-10-16,"n-A",10,6,7,21,5,"L","L",1,0.509,45,5,7,21,6,2,2,9,1,7.07106781186548,8
"7051","43R",2022-10-16,"n-A",11,6,6,21,14,"L","L",1,0.433,45,14,6,21,6,7,1,9,1,2,2
"7052","43R",2022-10-16,"n-A",12,6,14,21,4,"L","L",1,0.502,45,4,14,21,6,1,6,9,1,9.4339811320566,13
"7053","43R",2022-10-16,"n-A",13,6,16,21,6,"L","L",1,0.896,45,6,16,21,6,3,7,9,1,8.48528137423857,12
"7054","43R",2022-10-16,"n-A",14,8,6,5,21,"R","R",1,1.21,45,5,8,21,6,2,3,9,1,7.28010988928052,9
"7055","43R",2022-10-16,"n-A",15,6,12,21,5,"L","L",1,1.653,45,5,12,21,6,2,5,9,1,8.06225774829855,11
"7056","43R",2022-10-16,"n-A",16,6,12,21,17,"L","L",1,0.946,45,17,12,21,6,8,5,9,1,4.12310562561766,5
"7057","43R",2022-10-16,"n-A",17,7,6,17,21,"R","L",0,0.998,45,17,7,21,6,8,2,9,1,1.4142135623731,2
"7058","43R",2022-10-16,"n-A",18,6,16,21,14,"L","L",1,0.525,45,14,16,21,6,7,7,9,1,6.32455532033676,8
"7059","43R",2022-10-16,"n-A",19,6,6,21,5,"L","L",1,1.481,45,5,6,21,6,2,1,9,1,7,7
"7060","43R",2022-10-16,"n-A",20,22,6,9,21,"R","R",1,0.827,45,9,22,21,6,5,9,9,1,8.94427190999916,12
"7061","43R",2022-10-16,"n-A",21,6,22,21,7,"L","L",1,0.594,45,7,22,21,6,4,9,9,1,9.4339811320566,13
"7062","43R",2022-10-16,"n-A",22,6,19,21,4,"L","L",1,1.834,45,4,19,21,6,1,8,9,1,10.6301458127346,15
"7063","43R",2022-10-16,"n-A",23,6,16,21,11,"L","L",1,0.922,45,11,16,21,6,6,7,9,1,6.70820393249937,9
"7064","43R",2022-10-16,"n-A",24,6,12,21,4,"L","L",1,0.989,45,4,12,21,6,1,5,9,1,8.94427190999916,12
"7065","43R",2022-10-16,"n-A",25,8,6,11,21,"R","R",1,4.945,45,11,8,21,6,6,3,9,1,3.60555127546399,5
"7066","43R",2022-10-16,"n-A",26,22,6,21,21,"R","R",1,0.709,45,21,22,21,6,9,9,9,1,8,8
"7067","43R",2022-10-16,"n-A",27,12,6,7,21,"R","R",1,0.496,45,7,12,21,6,4,5,9,1,6.40312423743285,9
"7068","43R",2022-10-16,"n-A",28,6,7,21,21,"L","L",1,0.885,45,21,7,21,6,9,2,9,1,1,1
"7069","43R",2022-10-16,"n-A",29,19,6,9,21,"R","R",1,0.539,45,9,19,21,6,5,8,9,1,8.06225774829855,11
"7070","43R",2022-10-16,"n-A",30,6,6,21,6,"L","L",1,1.833,45,6,6,21,6,3,1,9,1,6,6
"7071","43R",2022-10-16,"n-A",31,6,16,21,4,"L","L",1,0.613,45,4,16,21,6,1,7,9,1,10,14
"7072","43R",2022-10-16,"n-A",32,6,6,21,17,"L","L",1,1.025,45,17,6,21,6,8,1,9,1,1,1
"7073","43R",2022-10-16,"n-A",33,19,6,4,21,"R","R",1,0.809,45,4,19,21,6,1,8,9,1,10.6301458127346,15
"7074","43R",2022-10-16,"n-A",34,12,6,5,21,"R","R",1,0.519,45,5,12,21,6,2,5,9,1,8.06225774829855,11
"7075","43R",2022-10-16,"n-A",35,6,22,21,9,"L","L",1,0.854,45,9,22,21,6,5,9,9,1,8.94427190999916,12
"7076","43R",2022-10-16,"n-A",36,6,16,21,7,"L","L",1,0.766,45,7,16,21,6,4,7,9,1,7.81024967590665,11
"7077","43R",2022-10-16,"n-A",37,7,6,4,21,"R","R",1,0.953,45,4,7,21,6,1,2,9,1,8.06225774829855,9
"7078","43R",2022-10-16,"n-A",38,6,8,21,11,"L","L",1,0.649,45,11,8,21,6,6,3,9,1,3.60555127546399,5
"7079","43R",2022-10-16,"n-A",39,14,6,21,21,"R","R",1,0.85,45,21,14,21,6,9,6,9,1,5,5
"7080","43R",2022-10-16,"n-A",40,22,6,14,21,"R","R",1,1.861,45,14,22,21,6,7,9,9,1,8.24621125123532,10
"7081","43R",2022-10-16,"n-A",41,14,6,5,21,"R","R",1,1.469,45,5,14,21,6,2,6,9,1,8.60232526704263,12
"7082","43R",2022-10-16,"n-A",42,19,6,6,21,"R","R",1,0.797,45,6,19,21,6,3,8,9,1,9.21954445729289,13
"7083","43R",2022-10-16,"n-A",43,6,8,21,7,"L","L",1,1.024,45,7,8,21,6,4,3,9,1,5.3851648071345,7
"7084","43R",2022-10-16,"n-A",44,6,22,21,4,"L","L",1,3.133,45,4,22,21,6,1,9,9,1,11.3137084989848,16
"7085","43R",2022-10-16,"n-A",45,6,6,17,21,"R","L",0,1.544,45,17,6,21,6,8,1,9,1,1,1
"7086","43R",2022-10-16,"n-A",46,16,6,6,21,"R","R",1,0.804,45,6,16,21,6,3,7,9,1,8.48528137423857,12
"7087","43R",2022-10-16,"n-A",47,6,7,21,9,"L","L",1,0.485,45,9,7,21,6,5,2,9,1,4.12310562561766,5
"7088","43R",2022-10-16,"n-A",48,10,6,9,21,"R","R",1,1.337,45,9,10,21,6,5,4,9,1,5,7
"7089","43R",2022-10-16,"n-A",49,6,22,21,17,"L","L",1,0.029,45,17,22,21,6,8,9,9,1,8.06225774829855,9
"7090","43R",2022-10-16,"n-A",50,6,22,21,14,"L","L",1,0.845,45,14,22,21,6,7,9,9,1,8.24621125123532,10
"7091","43R",2022-10-16,"n-A",51,6,19,21,11,"L","L",1,2.286,45,11,19,21,6,6,8,9,1,7.61577310586391,10
"7092","43R",2022-10-16,"n-A",52,19,6,14,21,"R","R",1,0.882,45,14,19,21,6,7,8,9,1,7.28010988928052,9
"7093","43R",2022-10-16,"n-A",53,16,6,9,21,"R","R",1,0.842,45,9,16,21,6,5,7,9,1,7.21110255092798,10
"7094","43R",2022-10-16,"n-A",54,6,10,21,5,"L","L",1,0.892,45,5,10,21,6,2,4,9,1,7.61577310586391,10
"7095","43R",2022-10-16,"n-A",55,6,14,21,7,"L","L",1,0.35,45,7,14,21,6,4,6,9,1,7.07106781186548,10
"7096","43R",2022-10-16,"n-A",56,6,8,21,9,"L","L",1,1.621,45,9,8,21,6,5,3,9,1,4.47213595499958,6
"7097","43R",2022-10-16,"n-A",57,22,6,6,21,"R","R",1,1.853,45,6,22,21,6,3,9,9,1,10,14
"7098","43R",2022-10-16,"n-A",58,22,6,5,21,"R","R",1,0.558,45,5,22,21,6,2,9,9,1,10.6301458127346,15
"7099","43R",2022-10-16,"n-A",59,7,6,11,21,"R","R",1,1.366,45,11,7,21,6,6,2,9,1,3.16227766016838,4
"7100","43R",2022-10-16,"n-A",60,6,10,21,9,"L","L",1,2.844,45,9,10,21,6,5,4,9,1,5,7
"7101","43R",2022-10-16,"n-A",61,6,10,21,4,"L","L",1,0.585,45,4,10,21,6,1,4,9,1,8.54400374531753,11
"7102","43R",2022-10-16,"n-A",62,6,19,21,6,"L","L",1,0.313,45,6,19,21,6,3,8,9,1,9.21954445729289,13
"7103","43R",2022-10-16,"n-A",63,6,7,21,14,"L","L",1,1.244,45,14,7,21,6,7,2,9,1,2.23606797749979,3
"7104","43R",2022-10-16,"n-A",64,6,7,21,17,"L","L",1,1.765,45,17,7,21,6,8,2,9,1,1.4142135623731,2
"7105","43R",2022-10-16,"n-A",65,6,7,21,11,"L","L",1,1.318,45,11,7,21,6,6,2,9,1,3.16227766016838,4
"7106","43R",2022-10-16,"n-A",66,6,12,21,11,"L","L",1,0.874,45,11,12,21,6,6,5,9,1,5,7
"7107","43R",2022-10-16,"n-A",67,6,16,21,9,"L","L",1,0.489,45,9,16,21,6,5,7,9,1,7.21110255092798,10
"7108","43R",2022-10-16,"n-A",68,7,6,14,21,"R","L",0,0.353,45,14,7,21,6,7,2,9,1,2.23606797749979,3
"7109","43R",2022-10-16,"n-A",69,7,6,5,21,"R","R",1,1.798,45,5,7,21,6,2,2,9,1,7.07106781186548,8
"7110","43R",2022-10-16,"n-A",70,6,19,21,21,"L","L",1,0.934,45,21,19,21,6,9,8,9,1,7,7
"7111","43R",2022-10-16,"n-A",71,8,6,4,21,"R","R",1,0.874,45,4,8,21,6,1,3,9,1,8.24621125123532,10
"7112","43R",2022-10-16,"n-A",72,6,14,21,11,"L","L",1,2.44,45,11,14,21,6,6,6,9,1,5.8309518948453,8
"7113","43R",2022-10-16,"n-A",73,10,6,21,21,"R","L",0,0.957,45,21,10,21,6,9,4,9,1,3,3
"7114","43R",2022-10-16,"n-A",74,6,19,21,5,"L","L",1,1.301,45,5,19,21,6,2,8,9,1,9.89949493661167,14
"7115","43R",2022-10-16,"n-A",75,16,6,14,21,"R","R",1,1.585,45,14,16,21,6,7,7,9,1,6.32455532033676,8
"7116","43R",2022-10-16,"n-A",76,16,6,17,21,"R","R",1,0.68,45,17,16,21,6,8,7,9,1,6.08276253029822,7
"7117","43R",2022-10-16,"n-A",77,6,12,21,21,"L","L",1,0.971,45,21,12,21,6,9,5,9,1,4,4
"7118","43R",2022-10-16,"n-A",78,8,6,17,21,"R","L",0,0.917,45,17,8,21,6,8,3,9,1,2.23606797749979,3
"7119","43R",2022-10-16,"n-A",79,12,6,14,21,"R","L",0,0.653,45,14,12,21,6,7,5,9,1,4.47213595499958,6
"7120","43R",2022-10-16,"n-A",80,7,6,7,21,"R","R",1,1.185,45,7,7,21,6,4,2,9,1,5.09901951359278,6
"7121","43R",2022-10-16,"n-A",81,6,14,21,14,"L","L",1,1.097,45,14,14,21,6,7,6,9,1,5.3851648071345,7
"7122","43R",2022-10-16,"n-A",82,6,19,21,7,"L","L",1,0.693,45,7,19,21,6,4,8,9,1,8.60232526704263,12
"7123","43R",2022-10-16,"n-A",83,6,12,21,14,"L","L",1,3.273,45,14,12,21,6,7,5,9,1,4.47213595499958,6
"7124","43R",2022-10-16,"n-A",84,6,14,21,5,"L","L",1,0.493,45,5,14,21,6,2,6,9,1,8.60232526704263,12
"7125","43R",2022-10-16,"n-A",85,8,6,14,21,"R","R",1,0.357,45,14,8,21,6,7,3,9,1,2.82842712474619,4
"7126","43R",2022-10-16,"n-A",86,6,6,4,21,"R","R",1,1.473,45,4,6,21,6,1,1,9,1,8,8
"7127","43R",2022-10-16,"n-A",87,6,10,21,21,"L","L",1,0.697,45,21,10,21,6,9,4,9,1,3,3
"7128","43R",2022-10-16,"n-A",88,10,6,14,21,"R","R",1,2.078,45,14,10,21,6,7,4,9,1,3.60555127546399,5
"7129","43R",2022-10-16,"n-A",89,22,6,17,21,"R","R",1,0.721,45,17,22,21,6,8,9,9,1,8.06225774829855,9
"7130","43R",2022-10-16,"n-A",90,6,22,21,6,"L","L",1,3.584,45,6,22,21,6,3,9,9,1,10,14
"7131","43R",2022-10-16,"n-A",91,12,6,17,21,"R","R",1,2.47,45,17,12,21,6,8,5,9,1,4.12310562561766,5
"7132","43R",2022-10-16,"n-A",92,7,6,21,21,"R","L",0,0.541,45,21,7,21,6,9,2,9,1,1,1
"7133","43R",2022-10-16,"n-A",93,8,6,7,21,"R","R",1,0.521,45,7,8,21,6,4,3,9,1,5.3851648071345,7
"7134","43R",2022-10-16,"n-A",94,6,19,21,14,"L","L",1,2.515,45,14,19,21,6,7,8,9,1,7.28010988928052,9
"7135","43R",2022-10-16,"n-A",95,6,22,21,21,"L","L",1,1.097,45,21,22,21,6,9,9,9,1,8,8
"7136","43R",2022-10-16,"n-A",96,6,6,14,21,"R","R",1,1.307,45,14,6,21,6,7,1,9,1,2,2
"7137","43R",2022-10-16,"n-A",97,10,6,7,21,"R","R",1,1.185,45,7,10,21,6,4,4,9,1,5.8309518948453,8
"7138","43R",2022-10-16,"n-A",98,6,6,11,21,"R","R",1,0.912,45,11,6,21,6,6,1,9,1,3,3
"7139","43R",2022-10-16,"n-A",99,6,10,21,11,"L","L",1,0.581,45,11,10,21,6,6,4,9,1,4.24264068711928,6
"7140","43R",2022-10-16,"n-A",100,16,6,21,21,"R","R",1,2.159,45,21,16,21,6,9,7,9,1,6,6
"7141","43R",2022-10-16,"n-A",101,10,6,17,21,"R","L",0,5.116,45,17,10,21,6,8,4,9,1,3.16227766016838,4
