"","bird","session","accuracy","Euclidean","CityBlock"
"23224","54Y",12,1,4.47213595499958,6
"23225","54Y",12,0,1,1
"23226","54Y",12,1,7.21110255092798,10
"23227","54Y",12,1,4.12310562561766,5
"23228","54Y",12,0,4.47213595499958,6
"23229","54Y",12,1,2,2
"23230","54Y",12,1,6.40312423743285,9
"23231","54Y",12,0,8.60232526704263,12
"23232","54Y",12,1,5,7
"23233","54Y",12,1,6,6
"23234","54Y",12,1,8.94427190999916,12
"23235","54Y",12,1,10,14
"23236","54Y",12,1,7.28010988928052,9
"23237","54Y",12,1,8,8
"23238","54Y",12,0,3.60555127546399,5
"23239","54Y",12,1,6,6
"23240","54Y",12,1,3.60555127546399,5
"23241","54Y",12,0,5.3851648071345,7
"23242","54Y",12,1,5.09901951359278,6
"23243","54Y",12,1,7.81024967590665,11
"23244","54Y",12,1,9.21954445729289,13
"23245","54Y",12,1,6.40312423743285,9
"23246","54Y",12,1,7,7
"23247","54Y",12,1,6.70820393249937,9
"23248","54Y",12,1,5,7
"23249","54Y",12,1,3,3
"23250","54Y",12,1,8.06225774829855,9
"23251","54Y",12,1,4,4
"23252","54Y",12,1,8.24621125123532,10
"23253","54Y",12,1,8.24621125123532,10
"23254","54Y",12,1,8.06225774829855,9
"23255","54Y",12,1,5.3851648071345,7
"23256","54Y",12,0,6.70820393249937,9
"23257","54Y",12,1,10,14
"23258","54Y",12,1,4,4
"23259","54Y",12,1,5.65685424949238,8
"23260","54Y",12,1,4.12310562561766,5
"23261","54Y",12,1,10.6301458127346,15
"23262","54Y",12,0,2,2
"23263","54Y",12,1,7.61577310586391,10
"23264","54Y",12,1,6.08276253029822,7
"23265","54Y",12,1,7.61577310586391,10
"23266","54Y",12,1,2.23606797749979,3
"23267","54Y",12,1,2.82842712474619,4
"23268","54Y",12,1,7.07106781186548,8
"23269","54Y",12,1,7.21110255092798,10
"23270","54Y",12,1,6.70820393249937,9
"23271","54Y",12,0,7.07106781186548,10
"23272","54Y",12,1,9.4339811320566,13
"23273","54Y",12,1,2.23606797749979,3
"23274","54Y",12,1,6.08276253029822,7
"23275","54Y",12,1,7,7
"23276","54Y",12,1,7.07106781186548,8
"23277","54Y",12,1,6.40312423743285,9
"23278","54Y",12,1,3,3
"23279","54Y",12,1,7.81024967590665,11
"23280","54Y",12,1,8.48528137423857,12
"23281","54Y",12,1,5.8309518948453,8
"23282","54Y",12,0,2,2
"23283","54Y",12,1,7.28010988928052,9
"23284","54Y",12,1,5.09901951359278,6
"23285","54Y",12,1,9.89949493661167,14
"23286","54Y",12,1,4.12310562561766,5
"23287","54Y",12,1,1,1
"23288","54Y",12,1,8.06225774829855,9
"23289","54Y",12,1,7.21110255092798,10
"23290","54Y",12,1,7,7
"23291","54Y",12,1,4.47213595499958,6
"23292","54Y",12,1,8.54400374531753,11
"23293","54Y",12,1,1.4142135623731,2
"23294","54Y",12,0,3.16227766016838,4
"23295","54Y",12,1,6,6
"23296","54Y",12,1,8.94427190999916,12
"23297","54Y",12,1,7.07106781186548,8
"23298","54Y",12,1,5.09901951359278,6
"23299","54Y",12,1,3.16227766016838,4
"23300","54Y",12,1,7,7
"23301","54Y",12,1,11.3137084989848,16
"23302","54Y",12,1,6,6
"23303","54Y",12,1,5.8309518948453,8
"23304","54Y",12,1,8,8
"23305","54Y",12,1,8.60232526704263,12
"23306","54Y",12,1,9.21954445729289,13
"23307","54Y",12,1,6.32455532033676,8
"23308","54Y",12,1,11.3137084989848,16
"23309","54Y",12,1,3.16227766016838,4
"23310","54Y",12,1,5,5
"23311","54Y",12,1,8.06225774829855,11
"23312","54Y",12,1,7.61577310586391,10
"23313","54Y",12,1,4,4
"23314","54Y",12,1,4.47213595499958,6
"23315","54Y",12,1,2.23606797749979,3
"23316","54Y",12,1,9.21954445729289,13
"23317","54Y",12,1,9.4339811320566,13
"23318","54Y",12,1,10,14
"23319","54Y",12,0,3.60555127546399,5
"23320","54Y",12,0,2.23606797749979,3
"23321","54Y",12,1,10.6301458127346,15
"23322","54Y",12,1,5.65685424949238,8
"23323","54Y",12,1,8.54400374531753,11
"23324","54Y",12,1,5,7
"23325","54Y",12,1,8.94427190999916,12
"23326","54Y",12,0,9.4339811320566,13
"23327","54Y",12,1,8.60232526704263,12
"23328","54Y",12,1,8.54400374531753,11
"23329","54Y",12,1,4,4
"23330","54Y",12,1,3,3
"23331","54Y",12,1,8.06225774829855,11
"23332","54Y",12,1,6.32455532033676,8
"23333","54Y",12,1,8.06225774829855,9
"23334","54Y",12,1,5.3851648071345,7
"23335","54Y",12,1,3,3
"23336","54Y",12,1,5.8309518948453,8
"23337","54Y",12,0,4.24264068711928,6
"23338","54Y",12,1,3.16227766016838,4
"23339","54Y",12,1,8.94427190999916,12
"23340","54Y",12,1,7.07106781186548,10
"23341","54Y",12,0,2.82842712474619,4
"23342","54Y",12,1,9.89949493661167,14
"23343","54Y",12,1,6.32455532033676,8
"23344","54Y",12,1,7.61577310586391,10
"23345","54Y",12,1,5.3851648071345,7
"23346","54Y",12,1,9.21954445729289,13
"23347","54Y",12,1,8.06225774829855,11
"23348","54Y",12,0,8.60232526704263,12
"23349","54Y",12,1,4.24264068711928,6
"23350","54Y",12,1,7.28010988928052,9
"23351","54Y",12,1,2,2
"23352","54Y",12,1,4.12310562561766,5
"23353","54Y",12,1,10.6301458127346,15
"23354","54Y",12,1,7.81024967590665,11
"23355","54Y",12,1,6.70820393249937,9
"23356","54Y",12,1,1.4142135623731,2
"23357","54Y",12,1,6.40312423743285,9
"23358","54Y",12,1,7.81024967590665,11
"23359","54Y",12,1,5,5
"23360","54Y",12,0,3.60555127546399,5
"23361","54Y",13,0,8.48528137423857,12
"23362","54Y",13,1,10.6301458127346,15
"23363","54Y",13,1,10,14
"23364","54Y",13,0,8.24621125123532,10
"23365","54Y",13,1,6.32455532033676,8
"23366","54Y",13,0,4.24264068711928,6
"23367","54Y",13,1,8.54400374531753,11
"23368","54Y",13,1,7.21110255092798,10
"23369","54Y",13,0,3.16227766016838,4
"23370","54Y",13,1,11.3137084989848,16
"23371","54Y",13,1,10.6301458127346,15
"23372","54Y",13,0,7.28010988928052,9
"23373","54Y",13,1,8.06225774829855,11
"23374","54Y",13,1,4.47213595499958,6
"23375","54Y",13,1,3,3
"23376","54Y",13,1,8.06225774829855,9
"23377","54Y",13,1,4.24264068711928,6
"23378","54Y",13,1,2.82842712474619,4
"23379","54Y",13,1,8.06225774829855,9
"23380","54Y",13,1,6.40312423743285,9
"23381","54Y",13,0,1,1
"23382","54Y",13,1,11.3137084989848,16
"23383","54Y",13,1,8.48528137423857,12
"23384","54Y",13,0,5.3851648071345,7
"23385","54Y",13,1,6.70820393249937,9
"23386","54Y",13,1,7.81024967590665,11
"23387","54Y",13,1,7.28010988928052,9
"23388","54Y",13,1,9.21954445729289,13
"23389","54Y",13,1,5,7
"23390","54Y",13,1,6.32455532033676,8
"23391","54Y",13,0,2,2
"23392","54Y",13,1,10.6301458127346,15
"23393","54Y",13,1,10,14
"23394","54Y",13,1,8.60232526704263,12
"23395","54Y",13,1,7.81024967590665,11
"23396","54Y",13,1,8,8
"23397","54Y",13,1,5.09901951359278,6
"23398","54Y",13,1,2,2
"23399","54Y",13,1,4.47213595499958,6
"23400","54Y",13,1,7,7
"23401","54Y",13,1,5.65685424949238,8
"23402","54Y",13,1,5,7
"23403","54Y",13,1,8,8
"23404","54Y",13,1,6,6
"23405","54Y",13,1,6.08276253029822,7
"23406","54Y",13,1,5.09901951359278,6
"23407","54Y",13,1,9.21954445729289,13
"23408","54Y",13,1,8.06225774829855,11
"23409","54Y",13,1,10,14
"23410","54Y",13,1,5,5
"23411","54Y",13,0,9.21954445729289,13
"23412","54Y",13,1,1,1
"23413","54Y",13,1,8.06225774829855,9
"23414","54Y",13,1,7.07106781186548,8
"23415","54Y",13,1,8,8
"23416","54Y",13,0,3.60555127546399,5
"23417","54Y",13,1,8,8
"23418","54Y",13,1,6.70820393249937,9
"23419","54Y",13,0,3.60555127546399,5
"23420","54Y",13,0,7.61577310586391,10
"23421","54Y",13,0,8.60232526704263,12
"23422","54Y",13,1,4.12310562561766,5
"23423","54Y",13,1,7,7
"23424","54Y",13,1,6,6
"23425","54Y",13,1,8.06225774829855,11
"23426","54Y",13,1,6.70820393249937,9
"23427","54Y",13,1,6.08276253029822,7
"23428","54Y",13,1,7.61577310586391,10
"23429","54Y",13,1,4,4
"23430","54Y",13,1,7.07106781186548,8
"23431","54Y",13,1,7.81024967590665,11
"23432","54Y",13,0,4.47213595499958,6
"23433","54Y",13,1,2,2
"23434","54Y",13,1,6,6
"23435","54Y",13,1,9.4339811320566,13
"23436","54Y",13,1,9.4339811320566,13
"23437","54Y",13,1,7.81024967590665,11
"23438","54Y",13,1,5.8309518948453,8
"23439","54Y",13,1,7.61577310586391,10
"23440","54Y",13,1,7.07106781186548,10
"23441","54Y",13,1,9.4339811320566,13
"23442","54Y",13,1,7,7
"23443","54Y",13,1,10,14
"23444","54Y",13,1,3.16227766016838,4
"23445","54Y",13,1,8.54400374531753,11
"23446","54Y",13,1,4,4
"23447","54Y",13,1,8.24621125123532,10
"23448","54Y",13,1,10.6301458127346,15
"23449","54Y",13,1,8.06225774829855,9
"23450","54Y",13,0,1.4142135623731,2
"23451","54Y",13,0,1,1
"23452","54Y",13,1,6.40312423743285,9
"23453","54Y",13,1,3,3
"23454","54Y",13,1,4.12310562561766,5
"23455","54Y",13,1,2.82842712474619,4
"23456","54Y",13,0,3.60555127546399,5
"23457","54Y",13,1,8.94427190999916,12
"23458","54Y",13,1,5.8309518948453,8
"23459","54Y",13,1,2.23606797749979,3
"23460","54Y",13,1,7.28010988928052,9
"23461","54Y",13,1,6.32455532033676,8
"23462","54Y",13,1,2.23606797749979,3
"23463","54Y",13,1,6.70820393249937,9
"23464","54Y",13,1,9.4339811320566,13
"23465","54Y",13,1,5.8309518948453,8
"23466","54Y",13,1,5,5
"23467","54Y",13,1,8.94427190999916,12
"23468","54Y",13,1,2.23606797749979,3
"23469","54Y",13,1,2,2
"23470","54Y",13,1,4,4
"23471","54Y",13,0,4.47213595499958,6
"23472","54Y",13,1,6.08276253029822,7
"23473","54Y",13,0,7.21110255092798,10
"23474","54Y",13,1,7.28010988928052,9
"23475","54Y",13,1,7.21110255092798,10
"23476","54Y",13,1,9.89949493661167,14
"23477","54Y",13,1,6.08276253029822,7
"23478","54Y",13,1,8.06225774829855,11
"23479","54Y",13,0,2.23606797749979,3
"23480","54Y",13,1,9.89949493661167,14
"23481","54Y",13,1,8.24621125123532,10
"23482","54Y",13,1,7.21110255092798,10
"23483","54Y",13,1,7.61577310586391,10
"23484","54Y",13,0,3.16227766016838,4
"23485","54Y",13,1,8.94427190999916,12
"23486","54Y",13,1,8.24621125123532,10
"23487","54Y",13,1,5.8309518948453,8
"23488","54Y",13,1,8.54400374531753,11
"23489","54Y",13,1,5.65685424949238,8
"23490","54Y",13,0,5.3851648071345,7
"23491","54Y",13,0,5.3851648071345,7
"23492","54Y",13,1,8.54400374531753,11
"23493","54Y",13,1,3,3
"23494","54Y",13,1,5,5
"23495","54Y",13,1,5.3851648071345,7
"23496","54Y",13,1,4.12310562561766,5
"23497","54Y",13,0,1.4142135623731,2
"23498","54Y",13,0,4.12310562561766,5
"23499","54Y",13,0,5,7
"23500","54Y",13,1,8.60232526704263,12
"23501","54Y",13,1,9.21954445729289,13
"23502","54Y",13,0,5,5
"23503","54Y",13,1,3.60555127546399,5
"23504","54Y",13,1,6.40312423743285,9
"23505","54Y",13,1,6,6
"23506","54Y",13,1,7,7
"23507","54Y",13,1,5.09901951359278,6
"23508","54Y",13,1,7.07106781186548,8
"23509","54Y",13,1,3.16227766016838,4
"23510","54Y",13,1,5,7
"23511","54Y",13,1,6.40312423743285,9
"23512","54Y",13,1,5.09901951359278,6
"23513","54Y",13,1,8.94427190999916,12
"23514","54Y",13,0,3,3
"23515","54Y",13,1,8.60232526704263,12
"23516","54Y",13,1,6.32455532033676,8
"23517","54Y",13,1,7.07106781186548,10
"23518","54Y",13,1,1,1
"23519","54Y",13,1,4,4
"23520","54Y",13,1,7.07106781186548,8
"23521","54Y",14,1,10.6301458127346,15
"23522","54Y",14,0,3,3
"23523","54Y",14,1,10,14
"23524","54Y",14,0,8.48528137423857,12
"23525","54Y",14,1,6.40312423743285,9
"23526","54Y",14,0,6.32455532033676,8
"23527","54Y",14,1,8.06225774829855,9
"23528","54Y",14,1,4.47213595499958,6
"23529","54Y",14,1,8.94427190999916,12
"23530","54Y",14,1,10.6301458127346,15
"23531","54Y",14,0,7.61577310586391,10
"23532","54Y",14,1,8.54400374531753,11
"23533","54Y",14,1,7.07106781186548,8
"23534","54Y",14,0,3.16227766016838,4
"23535","54Y",14,0,6.40312423743285,9
"23536","54Y",14,1,6.32455532033676,8
"23537","54Y",14,1,7.07106781186548,8
"23538","54Y",14,0,9.89949493661167,14
"23539","54Y",14,1,8.06225774829855,11
"23540","54Y",14,1,8.06225774829855,11
"23541","54Y",14,1,7.28010988928052,9
"23542","54Y",14,1,9.4339811320566,13
"23543","54Y",14,1,7.21110255092798,10
"23544","54Y",14,0,2,2
"23545","54Y",14,1,10.6301458127346,15
"23546","54Y",14,1,7.07106781186548,10
"23547","54Y",14,1,5.8309518948453,8
"23548","54Y",14,1,6.08276253029822,7
"23549","54Y",14,1,4.12310562561766,5
"23550","54Y",14,1,8.60232526704263,12
"23551","54Y",14,1,7,7
"23552","54Y",14,0,6.32455532033676,8
"23553","54Y",14,1,1.4142135623731,2
"23554","54Y",14,0,9.89949493661167,14
"23555","54Y",14,1,5,5
"23556","54Y",14,1,6,6
"23557","54Y",14,1,3,3
"23558","54Y",14,1,7.28010988928052,9
"23559","54Y",14,1,8,8
"23560","54Y",14,0,1,1
"23561","54Y",14,1,4.24264068711928,6
"23562","54Y",14,1,8.24621125123532,10
"23563","54Y",14,1,7.61577310586391,10
"23564","54Y",14,1,4,4
"23565","54Y",14,1,8,8
"23566","54Y",14,1,7.81024967590665,11
"23567","54Y",14,1,3.60555127546399,5
"23568","54Y",14,1,1,1
"23569","54Y",14,1,7.28010988928052,9
"23570","54Y",14,1,7,7
"23571","54Y",14,1,8.54400374531753,11
"23572","54Y",14,1,11.3137084989848,16
"23573","54Y",14,1,6.70820393249937,9
"23574","54Y",14,1,5.3851648071345,7
"23575","54Y",14,1,8.60232526704263,12
"23576","54Y",14,1,3.60555127546399,5
"23577","54Y",14,1,7.28010988928052,9
"23578","54Y",14,0,1.4142135623731,2
"23579","54Y",14,1,7.61577310586391,10
"23580","54Y",14,1,3,3
"23581","54Y",14,1,4.24264068711928,6
"23582","54Y",14,1,7,7
"23583","54Y",14,1,5.8309518948453,8
"23584","54Y",14,1,7,7
"23585","54Y",14,1,10,14
"23586","54Y",14,1,5.8309518948453,8
"23587","54Y",14,1,5,7
"23588","54Y",14,1,3.16227766016838,4
"23589","54Y",14,0,7.21110255092798,10
"23590","54Y",14,1,2.23606797749979,3
"23591","54Y",14,0,6,6
"23592","54Y",14,1,2,2
"23593","54Y",14,1,8.94427190999916,12
"23594","54Y",14,1,5.65685424949238,8
"23595","54Y",14,1,5.3851648071345,7
"23596","54Y",14,1,3,3
"23597","54Y",14,1,7.81024967590665,11
"23598","54Y",14,1,7.61577310586391,10
"23599","54Y",14,1,4,4
"23600","54Y",14,1,6,6
"23601","54Y",14,1,2.23606797749979,3
"23602","54Y",14,1,4.12310562561766,5
"23603","54Y",14,1,9.21954445729289,13
"23604","54Y",14,1,5,7
"23605","54Y",14,0,5.65685424949238,8
"23606","54Y",14,1,9.4339811320566,13
"23607","54Y",14,1,3.60555127546399,5
"23608","54Y",14,1,6.08276253029822,7
"23609","54Y",14,1,6.70820393249937,9
"23610","54Y",14,0,5,7
"23611","54Y",14,1,6.40312423743285,9
"23612","54Y",14,1,2,2
"23613","54Y",14,0,10,14
"23614","54Y",14,1,4,4
"23615","54Y",14,1,3.60555127546399,5
"23616","54Y",14,1,8.54400374531753,11
"23617","54Y",14,1,5,5
"23618","54Y",14,1,6.70820393249937,9
"23619","54Y",14,1,6.08276253029822,7
"23620","54Y",14,1,5.09901951359278,6
"23621","54Y",14,1,5,7
"23622","54Y",14,1,9.21954445729289,13
"23623","54Y",14,1,8,8
"23624","54Y",14,1,8.06225774829855,11
"23625","54Y",14,1,1,1
"23626","54Y",14,1,4.47213595499958,6
"23627","54Y",14,1,5.3851648071345,7
"23628","54Y",14,1,8.94427190999916,12
"23629","54Y",14,0,4.12310562561766,5
"23630","54Y",14,1,5.3851648071345,7
"23631","54Y",14,1,2.82842712474619,4
"23632","54Y",14,1,4.47213595499958,6
"23633","54Y",14,1,8,8
"23634","54Y",14,1,7.07106781186548,8
"23635","54Y",14,1,1,1
"23636","54Y",14,1,8.60232526704263,12
"23637","54Y",14,1,8.54400374531753,11
"23638","54Y",14,1,2.23606797749979,3
"23639","54Y",14,1,4.47213595499958,6
"23640","54Y",14,1,6.40312423743285,9
"23641","54Y",14,1,9.21954445729289,13
"23642","54Y",14,1,8.24621125123532,10
"23643","54Y",14,1,8.24621125123532,10
"23644","54Y",14,1,5.09901951359278,6
"23645","54Y",14,1,8.06225774829855,9
"23646","54Y",14,1,5,5
"23647","54Y",14,1,6.70820393249937,9
"23648","54Y",14,0,5.09901951359278,6
"23649","54Y",14,1,4.12310562561766,5
"23650","54Y",14,1,7.81024967590665,11
"23651","54Y",14,1,8.60232526704263,12
"23652","54Y",14,0,8.06225774829855,11
"23653","54Y",14,1,8.06225774829855,9
"23654","54Y",14,1,7.81024967590665,11
"23655","54Y",14,1,8.48528137423857,12
"23656","54Y",14,0,4,4
"23657","54Y",14,1,8.94427190999916,12
"23658","54Y",14,1,2.23606797749979,3
"23659","54Y",14,1,2,2
"23660","54Y",14,1,5.8309518948453,8
"23661","54Y",14,1,9.21954445729289,13
"23662","54Y",14,0,6,6
"23663","54Y",14,1,7.21110255092798,10
"23664","54Y",14,1,7.07106781186548,8
"23665","54Y",14,1,6.32455532033676,8
"23666","54Y",14,0,2.82842712474619,4
"23667","54Y",14,1,5,5
"23668","54Y",14,1,8.24621125123532,10
"23669","54Y",14,1,11.3137084989848,16
"23670","54Y",14,0,3.16227766016838,4
"23671","54Y",14,1,8.06225774829855,9
"23672","54Y",14,1,10,14
"23673","54Y",14,1,7.21110255092798,10
"23674","54Y",14,1,5.09901951359278,6
"23675","54Y",14,1,3.16227766016838,4
"23676","54Y",14,1,6.08276253029822,7
"23677","54Y",14,1,9.4339811320566,13
"23678","54Y",14,1,7.07106781186548,10
"23679","54Y",14,0,9.4339811320566,13
"23680","54Y",14,0,10.6301458127346,15
"23681","54Y",15,1,2.82842712474619,4
"23682","54Y",15,1,8.24621125123532,10
"23683","54Y",15,0,9.4339811320566,13
"23684","54Y",15,0,3.60555127546399,5
"23685","54Y",15,0,7.28010988928052,9
"23686","54Y",15,1,8.24621125123532,10
"23687","54Y",15,1,10.6301458127346,15
"23688","54Y",15,1,5,7
"23689","54Y",15,0,5.09901951359278,6
"23690","54Y",15,1,7,7
"23691","54Y",15,1,9.4339811320566,13
"23692","54Y",15,0,6.32455532033676,8
"23693","54Y",15,1,7.07106781186548,8
"23694","54Y",15,1,4.47213595499958,6
"23695","54Y",15,1,8.94427190999916,12
"23696","54Y",15,1,6.70820393249937,9
"23697","54Y",15,0,5.8309518948453,8
"23698","54Y",15,1,1.4142135623731,2
"23699","54Y",15,0,1,1
"23700","54Y",15,1,7.81024967590665,11
"23701","54Y",15,1,7.07106781186548,10
"23702","54Y",15,1,8.06225774829855,9
"23703","54Y",15,1,8.06225774829855,11
"23704","54Y",15,0,3.16227766016838,4
"23705","54Y",15,0,8,8
"23706","54Y",15,1,10,14
"23707","54Y",15,1,6.40312423743285,9
"23708","54Y",15,1,8.54400374531753,11
"23709","54Y",15,1,2.23606797749979,3
"23710","54Y",15,1,5,5
"23711","54Y",15,1,8.54400374531753,11
"23712","54Y",15,1,10,14
"23713","54Y",15,0,9.21954445729289,13
"23714","54Y",15,1,8,8
"23715","54Y",15,1,4.12310562561766,5
"23716","54Y",15,1,6.32455532033676,8
"23717","54Y",15,1,8.94427190999916,12
"23718","54Y",15,1,2,2
"23719","54Y",15,0,5.09901951359278,6
"23720","54Y",15,0,4.12310562561766,5
"23721","54Y",15,1,6.08276253029822,7
"23722","54Y",15,1,5.09901951359278,6
"23723","54Y",15,1,7.07106781186548,8
"23724","54Y",15,1,4.47213595499958,6
"23725","54Y",15,1,1.4142135623731,2
"23726","54Y",15,1,4.47213595499958,6
"23727","54Y",15,1,3.16227766016838,4
"23728","54Y",15,0,5.3851648071345,7
"23729","54Y",15,1,7.21110255092798,10
"23730","54Y",15,1,4,4
"23731","54Y",15,1,3.60555127546399,5
"23732","54Y",15,1,3,3
"23733","54Y",15,1,3,3
"23734","54Y",15,0,7.61577310586391,10
"23735","54Y",15,1,11.3137084989848,16
"23736","54Y",15,1,6.08276253029822,7
"23737","54Y",15,1,2.23606797749979,3
"23738","54Y",15,1,4,4
"23739","54Y",15,1,7.81024967590665,11
"23740","54Y",15,1,5.3851648071345,7
"23741","54Y",15,1,6,6
"23742","54Y",15,1,7.28010988928052,9
"23743","54Y",15,1,8.06225774829855,11
"23744","54Y",15,1,9.21954445729289,13
"23745","54Y",15,1,5.09901951359278,6
"23746","54Y",15,1,7.07106781186548,8
"23747","54Y",15,0,6.32455532033676,8
"23748","54Y",15,1,5,7
"23749","54Y",15,1,7,7
"23750","54Y",15,1,10,14
"23751","54Y",15,1,3,3
"23752","54Y",15,1,3,3
"23753","54Y",15,1,9.21954445729289,13
"23754","54Y",15,1,4,4
"23755","54Y",15,0,7.07106781186548,10
"23756","54Y",15,1,7.61577310586391,10
"23757","54Y",15,1,5.65685424949238,8
"23758","54Y",15,0,5.65685424949238,8
"23759","54Y",15,0,2,2
"23760","54Y",15,1,4,4
"23761","54Y",15,1,7,7
"23762","54Y",15,1,2.23606797749979,3
"23763","54Y",15,1,8,8
"23764","54Y",15,1,8.54400374531753,11
"23765","54Y",15,1,11.3137084989848,16
"23766","54Y",15,1,7.21110255092798,10
"23767","54Y",15,1,5.3851648071345,7
"23768","54Y",15,1,6.70820393249937,9
"23769","54Y",15,1,3.60555127546399,5
"23770","54Y",15,0,1,1
"23771","54Y",15,1,6.08276253029822,7
"23772","54Y",15,1,8.60232526704263,12
"23773","54Y",15,1,6.40312423743285,9
"23774","54Y",15,1,8.06225774829855,9
"23775","54Y",15,1,3.60555127546399,5
"23776","54Y",15,1,6.32455532033676,8
"23777","54Y",15,1,8.06225774829855,9
"23778","54Y",15,1,9.4339811320566,13
"23779","54Y",15,1,7.21110255092798,10
"23780","54Y",15,1,4.12310562561766,5
"23781","54Y",15,1,7.81024967590665,11
"23782","54Y",15,0,4.47213595499958,6
"23783","54Y",15,0,7.61577310586391,10
"23784","54Y",15,0,5.8309518948453,8
"23785","54Y",15,1,6,6
"23786","54Y",15,1,8.06225774829855,11
"23787","54Y",15,0,2,2
"23788","54Y",15,1,8.60232526704263,12
"23789","54Y",15,1,9.21954445729289,13
"23790","54Y",15,1,3.16227766016838,4
"23791","54Y",15,0,5,5
"23792","54Y",15,1,5,5
"23793","54Y",15,1,8.54400374531753,11
"23794","54Y",15,0,4.24264068711928,6
"23795","54Y",15,0,9.4339811320566,13
"23796","54Y",15,1,6.40312423743285,9
"23797","54Y",15,0,5,7
"23798","54Y",15,1,8.24621125123532,10
"23799","54Y",15,1,5.3851648071345,7
"23800","54Y",15,1,8.24621125123532,10
"23801","54Y",15,1,6,6
"23802","54Y",15,0,2.23606797749979,3
"23803","54Y",15,1,4.12310562561766,5
"23804","54Y",15,0,1,1
"23805","54Y",15,1,6,6
"23806","54Y",15,1,9.89949493661167,14
"23807","54Y",15,1,6.40312423743285,9
"23808","54Y",15,0,2.82842712474619,4
"23809","54Y",15,0,8.60232526704263,12
"23810","54Y",15,1,7.81024967590665,11
"23811","54Y",15,1,8.06225774829855,9
"23812","54Y",15,0,5,5
"23813","54Y",15,1,10,14
"23814","54Y",15,1,6.70820393249937,9
"23815","54Y",15,1,6.70820393249937,9
"23816","54Y",15,1,10.6301458127346,15
"23817","54Y",15,1,8.06225774829855,11
"23818","54Y",15,1,5.8309518948453,8
"23819","54Y",15,1,7.28010988928052,9
"23820","54Y",15,1,7.28010988928052,9
"23821","54Y",15,1,6.08276253029822,7
"23822","54Y",15,1,7.07106781186548,8
"23823","54Y",15,1,8.94427190999916,12
"23824","54Y",15,1,8.48528137423857,12
"23825","54Y",15,1,8.60232526704263,12
"23826","54Y",15,1,7,7
"23827","54Y",15,1,7.21110255092798,10
"23828","54Y",15,1,4.24264068711928,6
"23829","54Y",15,1,7.61577310586391,10
"23830","54Y",15,0,2,2
"23831","54Y",15,1,5.8309518948453,8
"23832","54Y",15,1,10.6301458127346,15
"23833","54Y",15,1,10.6301458127346,15
"23834","54Y",15,1,3.16227766016838,4
"23835","54Y",15,1,8.94427190999916,12
"23836","54Y",15,1,5,7
"23837","54Y",15,1,9.89949493661167,14
"23838","54Y",15,0,8.48528137423857,12
"23839","54Y",15,1,8,8
"23840","54Y",15,1,1,1
"23841","54Y",16,0,10.6301458127346,15
"23842","54Y",16,1,3.16227766016838,4
"23843","54Y",16,1,8.06225774829855,9
"23844","54Y",16,0,3.16227766016838,4
"23845","54Y",16,1,7.28010988928052,9
"23846","54Y",16,1,6.08276253029822,7
"23847","54Y",16,0,4.12310562561766,5
"23848","54Y",16,1,8.94427190999916,12
"23849","54Y",16,0,7,7
"23850","54Y",16,0,8.24621125123532,10
"23851","54Y",16,1,7.07106781186548,10
"23852","54Y",16,1,3.60555127546399,5
"23853","54Y",16,1,10,14
"23854","54Y",16,1,6,6
"23855","54Y",16,1,8.06225774829855,11
"23856","54Y",16,0,1.4142135623731,2
"23857","54Y",16,0,1,1
"23858","54Y",16,1,6,6
"23859","54Y",16,1,6.32455532033676,8
"23860","54Y",16,1,5,7
"23861","54Y",16,1,6.40312423743285,9
"23862","54Y",16,1,7.61577310586391,10
"23863","54Y",16,1,9.89949493661167,14
"23864","54Y",16,1,9.89949493661167,14
"23865","54Y",16,1,4.24264068711928,6
"23866","54Y",16,1,3.60555127546399,5
"23867","54Y",16,1,2.82842712474619,4
"23868","54Y",16,1,7.07106781186548,8
"23869","54Y",16,1,11.3137084989848,16
"23870","54Y",16,1,8.94427190999916,12
"23871","54Y",16,1,5.8309518948453,8
"23872","54Y",16,0,1,1
"23873","54Y",16,0,5,5
"23874","54Y",16,1,9.4339811320566,13
"23875","54Y",16,0,6,6
"23876","54Y",16,1,6.08276253029822,7
"23877","54Y",16,1,7.07106781186548,8
"23878","54Y",16,1,8.06225774829855,11
"23879","54Y",16,1,6.32455532033676,8
"23880","54Y",16,1,5.09901951359278,6
"23881","54Y",16,1,6.70820393249937,9
"23882","54Y",16,1,7.81024967590665,11
"23883","54Y",16,1,4.12310562561766,5
"23884","54Y",16,1,6.32455532033676,8
"23885","54Y",16,1,3,3
"23886","54Y",16,0,1,1
"23887","54Y",16,1,2,2
"23888","54Y",16,0,5.09901951359278,6
"23889","54Y",16,1,5.09901951359278,6
"23890","54Y",16,1,5.65685424949238,8
"23891","54Y",16,1,7.07106781186548,10
"23892","54Y",16,1,5.8309518948453,8
"23893","54Y",16,0,5.3851648071345,7
"23894","54Y",16,1,7.61577310586391,10
"23895","54Y",16,1,5.65685424949238,8
"23896","54Y",16,1,10.6301458127346,15
"23897","54Y",16,1,7.81024967590665,11
"23898","54Y",16,0,6.08276253029822,7
"23899","54Y",16,1,8.48528137423857,12
"23900","54Y",16,1,8.54400374531753,11
"23901","54Y",16,1,5.3851648071345,7
"23902","54Y",16,1,7.21110255092798,10
