"","bird","session","accuracy","Euclidean","CityBlock"
"9147","43R",58,1,10.6301458127346,15
"9148","43R",58,1,4,4
"9149","43R",58,1,7.21110255092798,10
"9150","43R",58,0,8.24621125123532,10
"9151","43R",58,1,8,8
"9152","43R",58,1,5,7
"9153","43R",58,0,1,1
"9154","43R",58,1,5.3851648071345,7
"9155","43R",58,1,8.94427190999916,12
"9156","43R",58,1,4.47213595499958,6
"9157","43R",58,1,7.81024967590665,11
"9158","43R",58,1,6,6
"9159","43R",58,1,3,3
"9160","43R",58,1,6.70820393249937,9
"9161","43R",58,1,6.08276253029822,7
"9162","43R",58,1,8.54400374531753,11
"9163","43R",58,1,7,7
"9164","43R",58,1,3.16227766016838,4
"9165","43R",58,1,5,5
"9166","43R",58,1,7.81024967590665,11
"9167","43R",58,1,5.09901951359278,6
"9168","43R",58,1,2.82842712474619,4
"9169","43R",58,1,8.94427190999916,12
"9170","43R",58,1,3.60555127546399,5
"9171","43R",58,1,8.60232526704263,12
"9172","43R",58,1,10.6301458127346,15
"9173","43R",58,1,10,14
"9174","43R",58,1,7.28010988928052,9
"9175","43R",58,1,8.54400374531753,11
"9176","43R",58,1,7.81024967590665,11
"9177","43R",58,1,6,6
"9178","43R",58,1,6.70820393249937,9
"9179","43R",58,1,9.4339811320566,13
"9180","43R",58,1,8.06225774829855,9
"9181","43R",58,1,7.81024967590665,11
"9182","43R",58,1,1,1
"9183","43R",58,1,8.60232526704263,12
"9184","43R",58,1,10.6301458127346,15
"9185","43R",58,1,7.61577310586391,10
"9186","43R",58,1,7.07106781186548,8
"9187","43R",58,1,4.47213595499958,6
"9188","43R",58,1,2.23606797749979,3
"9189","43R",58,1,5,5
"9190","43R",58,1,1.4142135623731,2
"9191","43R",58,1,8.24621125123532,10
"9192","43R",58,1,4,4
"9193","43R",58,1,7,7
"9194","43R",58,1,8.94427190999916,12
"9195","43R",58,1,4.24264068711928,6
"9196","43R",58,1,4.12310562561766,5
"9197","43R",58,1,5.65685424949238,8
"9198","43R",58,1,5,7
"9199","43R",58,1,10,14
"9200","43R",58,1,3,3
"9201","43R",58,1,10,14
"9202","43R",58,1,3.60555127546399,5
"9203","43R",58,1,5,5
"9204","43R",58,1,7.07106781186548,10
"9205","43R",58,1,5.8309518948453,8
"9206","43R",58,0,2,2
"9207","43R",58,1,8.06225774829855,9
"9208","43R",58,1,9.21954445729289,13
"9209","43R",58,1,4,4
"9210","43R",58,1,9.4339811320566,13
"9211","43R",58,0,2,2
"9212","43R",58,1,9.21954445729289,13
"9213","43R",58,1,8.06225774829855,11
"9214","43R",58,1,3.16227766016838,4
"9215","43R",58,1,7.61577310586391,10
"9216","43R",58,0,1,1
"9217","43R",58,1,6.40312423743285,9
"9218","43R",58,1,6.40312423743285,9
"9219","43R",58,1,10.6301458127346,15
"9220","43R",58,1,8.24621125123532,10
"9221","43R",58,1,8.94427190999916,12
"9222","43R",58,1,7.07106781186548,8
"9223","43R",58,1,8.06225774829855,11
"9224","43R",58,1,9.89949493661167,14
"9225","43R",58,1,3,3
"9226","43R",58,1,6.32455532033676,8
"9227","43R",58,1,4.47213595499958,6
"9228","43R",58,1,7.28010988928052,9
"9229","43R",58,1,5,7
"9230","43R",58,1,5.8309518948453,8
"9231","43R",58,1,5.09901951359278,6
"9232","43R",58,1,5.65685424949238,8
"9233","43R",58,1,2.23606797749979,3
"9234","43R",58,1,8.24621125123532,10
"9235","43R",58,1,7.61577310586391,10
"9236","43R",58,1,2.23606797749979,3
"9237","43R",58,1,7.07106781186548,8
"9238","43R",58,1,6.40312423743285,9
"9239","43R",58,1,2,2
"9240","43R",58,1,4.12310562561766,5
"9241","43R",58,1,6.08276253029822,7
"9242","43R",58,1,5.8309518948453,8
"9243","43R",58,1,2.82842712474619,4
"9244","43R",58,1,5.8309518948453,8
"9245","43R",58,1,1,1
"9246","43R",58,1,9.4339811320566,13
"9247","43R",58,1,1.4142135623731,2
"9248","43R",58,1,6.70820393249937,9
"9249","43R",58,1,6.40312423743285,9
"9250","43R",58,1,7.21110255092798,10
"9251","43R",58,1,6,6
"9252","43R",58,1,8.48528137423857,12
"9253","43R",58,1,4.47213595499958,6
"9254","43R",58,1,6.32455532033676,8
"9255","43R",58,1,5.3851648071345,7
"9256","43R",58,1,6.70820393249937,9
"9257","43R",58,1,3.60555127546399,5
"9258","43R",58,1,8.60232526704263,12
"9259","43R",58,1,8.06225774829855,11
"9260","43R",58,1,6.08276253029822,7
"9261","43R",58,1,4.12310562561766,5
"9262","43R",58,1,7.28010988928052,9
"9263","43R",58,1,8.06225774829855,9
"9264","43R",58,1,3.16227766016838,4
"9265","43R",58,1,8.54400374531753,11
"9266","43R",58,1,3.60555127546399,5
"9267","43R",58,1,7.28010988928052,9
"9268","43R",58,1,8.06225774829855,9
"9269","43R",58,1,8.60232526704263,12
"9270","43R",58,1,4,4
"9271","43R",58,1,9.4339811320566,13
"9272","43R",58,0,5.09901951359278,6
"9273","43R",58,1,11.3137084989848,16
"9274","43R",58,1,7,7
"9275","43R",58,1,6.32455532033676,8
"9276","43R",58,1,6.08276253029822,7
"9277","43R",58,1,9.89949493661167,14
"9278","43R",58,1,5.3851648071345,7
"9279","43R",58,1,9.21954445729289,13
"9280","43R",58,1,7.21110255092798,10
"9281","43R",59,1,6.70820393249937,9
"9282","43R",59,1,8.54400374531753,11
"9283","43R",59,1,6.08276253029822,7
"9284","43R",59,1,10.6301458127346,15
"9285","43R",59,1,5.8309518948453,8
"9286","43R",59,0,1,1
"9287","43R",59,1,5,5
"9288","43R",59,1,6.32455532033676,8
"9289","43R",59,1,8.24621125123532,10
"9290","43R",59,1,7,7
"9291","43R",59,1,8.60232526704263,12
"9292","43R",59,1,9.4339811320566,13
"9293","43R",59,1,7.61577310586391,10
"9294","43R",59,1,8.06225774829855,9
"9295","43R",59,1,10,14
"9296","43R",59,1,8,8
"9297","43R",59,1,3.16227766016838,4
"9298","43R",59,1,7.21110255092798,10
"9299","43R",59,1,8.60232526704263,12
"9300","43R",59,1,3.60555127546399,5
"9301","43R",59,1,8.06225774829855,11
"9302","43R",59,1,9.89949493661167,14
"9303","43R",59,1,7.07106781186548,10
"9304","43R",59,1,5.65685424949238,8
"9305","43R",59,1,8.54400374531753,11
"9306","43R",59,1,3,3
"9307","43R",59,1,8.94427190999916,12
"9308","43R",59,1,6.40312423743285,9
"9309","43R",59,0,2,2
"9310","43R",59,1,4.47213595499958,6
"9311","43R",59,1,9.21954445729289,13
"9312","43R",59,1,4.47213595499958,6
"9313","43R",59,1,9.21954445729289,13
"9314","43R",59,1,2,2
"9315","43R",59,1,8.24621125123532,10
"9316","43R",59,1,7.28010988928052,9
"9317","43R",59,1,7.07106781186548,8
"9318","43R",59,1,10.6301458127346,15
"9319","43R",59,0,3,3
"9320","43R",59,1,5.65685424949238,8
"9321","43R",59,1,6.32455532033676,8
"9322","43R",59,1,8.94427190999916,12
"9323","43R",59,1,8.94427190999916,12
"9324","43R",59,1,7.28010988928052,9
"9325","43R",59,1,7.07106781186548,8
"9326","43R",59,1,8.48528137423857,12
"9327","43R",59,1,3,3
"9328","43R",59,1,5.3851648071345,7
"9329","43R",59,1,8.06225774829855,9
"9330","43R",59,1,7.81024967590665,11
"9331","43R",59,1,7.21110255092798,10
"9332","43R",59,1,7.21110255092798,10
"9333","43R",59,1,4,4
"9334","43R",59,1,7.28010988928052,9
"9335","43R",59,1,3.16227766016838,4
"9336","43R",59,1,2.23606797749979,3
"9337","43R",59,1,8.06225774829855,11
"9338","43R",59,1,4.24264068711928,6
"9339","43R",59,1,5.8309518948453,8
"9340","43R",59,1,2,2
"9341","43R",59,1,8.94427190999916,12
"9342","43R",59,1,8.06225774829855,9
"9343","43R",59,1,5,7
"9344","43R",59,1,3.60555127546399,5
"9345","43R",59,1,6.70820393249937,9
"9346","43R",59,0,6,6
"9347","43R",59,1,7.07106781186548,10
"9348","43R",59,1,4,4
"9349","43R",59,1,9.89949493661167,14
"9350","43R",59,1,7,7
"9351","43R",59,1,6.32455532033676,8
"9352","43R",59,1,7.81024967590665,11
"9353","43R",59,1,7.81024967590665,11
"9354","43R",59,1,6.08276253029822,7
"9355","43R",59,1,6.08276253029822,7
"9356","43R",59,1,8.06225774829855,11
"9357","43R",59,0,1,1
"9358","43R",59,1,7.21110255092798,10
"9359","43R",59,1,6,6
"9360","43R",59,1,2.82842712474619,4
"9361","43R",59,1,5.3851648071345,7
"9362","43R",59,1,5,7
"9363","43R",59,1,1,1
"9364","43R",59,0,2,2
"9365","43R",59,1,8,8
"9366","43R",59,1,6.32455532033676,8
"9367","43R",59,1,5.8309518948453,8
"9368","43R",59,1,7.07106781186548,8
"9369","43R",59,1,5,5
"9370","43R",59,1,9.4339811320566,13
"9371","43R",59,1,6,6
"9372","43R",59,1,9.21954445729289,13
"9373","43R",59,1,5.8309518948453,8
"9374","43R",59,1,10,14
"9375","43R",59,1,5,7
"9376","43R",59,0,3.16227766016838,4
"9377","43R",59,1,7.61577310586391,10
"9378","43R",59,1,4,4
"9379","43R",59,1,5.3851648071345,7
"9380","43R",59,1,6.70820393249937,9
"9381","43R",59,1,9.4339811320566,13
"9382","43R",59,0,3,3
"9383","43R",59,1,2.23606797749979,3
"9384","43R",59,1,8,8
"9385","43R",59,1,7.81024967590665,11
"9386","43R",59,1,5,7
"9387","43R",59,1,10,14
"9388","43R",59,1,11.3137084989848,16
"9389","43R",59,1,8.54400374531753,11
"9390","43R",59,1,6.70820393249937,9
"9391","43R",59,0,1,1
"9392","43R",59,0,4.12310562561766,5
"9393","43R",59,1,11.3137084989848,16
"9394","43R",59,1,7,7
"9395","43R",59,1,8.48528137423857,12
"9396","43R",59,1,3.16227766016838,4
"9397","43R",59,0,1.4142135623731,2
"9398","43R",59,1,7,7
"9399","43R",59,1,5.09901951359278,6
"9400","43R",59,1,10.6301458127346,15
"9401","43R",59,1,8.60232526704263,12
"9402","43R",59,1,3.60555127546399,5
"9403","43R",59,1,6,6
"9404","43R",59,1,8.54400374531753,11
"9405","43R",59,1,10.6301458127346,15
"9406","43R",59,1,8.60232526704263,12
"9407","43R",59,1,5,5
"9408","43R",59,1,7.07106781186548,8
"9409","43R",59,1,5,5
"9410","43R",59,1,8,8
"9411","43R",59,1,4.24264068711928,6
"9412","43R",59,1,9.4339811320566,13
"9413","43R",59,1,3.60555127546399,5
"9414","43R",59,1,4.12310562561766,5
"9415","43R",59,1,5.09901951359278,6
"9416","43R",59,1,5.3851648071345,7
"9417","43R",59,1,8.24621125123532,10
"9418","43R",59,1,6.08276253029822,7
"9419","43R",59,1,8.24621125123532,10
"9420","43R",59,1,5.09901951359278,6
"9421","43R",59,1,1.4142135623731,2
"9422","43R",59,0,2.23606797749979,3
"9423","43R",59,1,6.40312423743285,9
"9424","43R",59,1,7.28010988928052,9
"9425","43R",59,1,10,14
"9426","43R",59,1,4.12310562561766,5
"9427","43R",59,1,7.61577310586391,10
"9428","43R",59,1,7.61577310586391,10
"9429","43R",59,0,2.23606797749979,3
"9430","43R",59,1,4.47213595499958,6
"9431","43R",59,1,6.40312423743285,9
"9432","43R",59,1,4.47213595499958,6
"9433","43R",59,1,6.40312423743285,9
"9434","43R",59,1,8.06225774829855,9
"9435","43R",59,1,5.09901951359278,6
"9436","43R",59,1,9.21954445729289,13
"9437","43R",59,1,2.82842712474619,4
"9438","43R",59,1,4.12310562561766,5
"9439","43R",59,1,8.06225774829855,11
"9440","43R",59,0,4,4
"9441","43R",60,1,6,6
"9442","43R",60,1,5.3851648071345,7
"9443","43R",60,1,2.82842712474619,4
"9444","43R",60,1,10.6301458127346,15
"9445","43R",60,1,8.54400374531753,11
"9446","43R",60,1,8.60232526704263,12
"9447","43R",60,1,9.4339811320566,13
"9448","43R",60,1,8.06225774829855,11
"9449","43R",60,1,10,14
"9450","43R",60,1,8,8
"9451","43R",60,1,6.40312423743285,9
"9452","43R",60,1,4.47213595499958,6
"9453","43R",60,1,5.8309518948453,8
"9454","43R",60,1,5.09901951359278,6
"9455","43R",60,1,7.28010988928052,9
"9456","43R",60,1,10.6301458127346,15
"9457","43R",60,1,7.61577310586391,10
"9458","43R",60,1,4.47213595499958,6
"9459","43R",60,1,7.21110255092798,10
"9460","43R",60,1,7.61577310586391,10
"9461","43R",60,1,5,7
"9462","43R",60,1,7.81024967590665,11
"9463","43R",60,1,7.28010988928052,9
"9464","43R",60,1,2,2
"9465","43R",60,1,5,7
"9466","43R",60,1,7.07106781186548,10
"9467","43R",60,1,3.16227766016838,4
"9468","43R",60,1,9.4339811320566,13
"9469","43R",60,1,5.3851648071345,7
"9470","43R",60,1,8.06225774829855,11
"9471","43R",60,1,8.54400374531753,11
"9472","43R",60,1,5.8309518948453,8
"9473","43R",60,1,2.23606797749979,3
"9474","43R",60,1,4.24264068711928,6
"9475","43R",60,0,3,3
"9476","43R",60,1,5.09901951359278,6
"9477","43R",60,1,4.47213595499958,6
"9478","43R",60,1,9.21954445729289,13
"9479","43R",60,1,6.32455532033676,8
"9480","43R",60,1,3,3
"9481","43R",60,1,6.70820393249937,9
"9482","43R",60,1,6.32455532033676,8
"9483","43R",60,1,2.23606797749979,3
"9484","43R",60,1,8.94427190999916,12
"9485","43R",60,1,4,4
"9486","43R",60,1,2,2
"9487","43R",60,1,1.4142135623731,2
"9488","43R",60,1,9.21954445729289,13
"9489","43R",60,1,10.6301458127346,15
"9490","43R",60,1,7.81024967590665,11
"9491","43R",60,1,8.24621125123532,10
"9492","43R",60,1,6,6
"9493","43R",60,1,9.21954445729289,13
"9494","43R",60,1,5.09901951359278,6
"9495","43R",60,1,5,5
"9496","43R",60,1,7.07106781186548,8
"9497","43R",60,1,7.07106781186548,8
"9498","43R",60,1,10,14
"9499","43R",60,1,7.21110255092798,10
"9500","43R",60,1,8.06225774829855,9
"9501","43R",60,1,5.8309518948453,8
"9502","43R",60,1,5,7
"9503","43R",60,1,4,4
"9504","43R",60,1,7.61577310586391,10
"9505","43R",60,1,6.70820393249937,9
"9506","43R",60,1,7.81024967590665,11
"9507","43R",60,1,6.32455532033676,8
"9508","43R",60,1,5.65685424949238,8
"9509","43R",60,0,1,1
"9510","43R",60,1,7.07106781186548,8
"9511","43R",60,1,8.54400374531753,11
"9512","43R",60,1,4.12310562561766,5
"9513","43R",60,1,3.60555127546399,5
"9514","43R",60,1,6.40312423743285,9
"9515","43R",60,1,8.94427190999916,12
"9516","43R",60,1,4.47213595499958,6
"9517","43R",60,1,8.60232526704263,12
"9518","43R",60,1,8.06225774829855,11
"9519","43R",60,1,9.4339811320566,13
"9520","43R",60,1,6.08276253029822,7
"9521","43R",60,1,3,3
"9522","43R",60,1,4.12310562561766,5
"9523","43R",60,1,3.60555127546399,5
"9524","43R",60,1,4.24264068711928,6
"9525","43R",60,0,2,2
"9526","43R",60,1,5,7
"9527","43R",60,1,8.94427190999916,12
"9528","43R",60,1,11.3137084989848,16
"9529","43R",60,1,9.89949493661167,14
"9530","43R",60,1,8.60232526704263,12
"9531","43R",60,1,7,7
"9532","43R",60,1,5.3851648071345,7
"9533","43R",60,1,5.65685424949238,8
"9534","43R",60,1,5,5
"9535","43R",60,1,7.28010988928052,9
"9536","43R",60,1,8,8
"9537","43R",60,1,8.54400374531753,11
"9538","43R",60,1,6,6
"9539","43R",60,1,10,14
"9540","43R",60,1,9.89949493661167,14
"9541","43R",60,1,7.07106781186548,10
"9542","43R",60,1,4,4
"9543","43R",60,1,5.8309518948453,8
"9544","43R",60,0,2.23606797749979,3
"9545","43R",60,1,3.16227766016838,4
"9546","43R",60,1,11.3137084989848,16
"9547","43R",60,1,4,4
"9548","43R",60,1,3.60555127546399,5
"9549","43R",60,1,8.06225774829855,9
"9550","43R",60,1,1,1
"9551","43R",60,1,9.21954445729289,13
"9552","43R",60,1,6.08276253029822,7
"9553","43R",60,1,8.60232526704263,12
"9554","43R",60,1,6,6
"9555","43R",60,1,4.12310562561766,5
"9556","43R",60,1,9.4339811320566,13
"9557","43R",60,1,7.21110255092798,10
"9558","43R",60,1,6.40312423743285,9
"9559","43R",60,1,7.61577310586391,10
"9560","43R",60,1,10,14
"9561","43R",60,1,8.06225774829855,9
"9562","43R",60,1,7,7
"9563","43R",60,1,3.16227766016838,4
"9564","43R",60,1,7.21110255092798,10
"9565","43R",60,0,3,3
"9566","43R",60,1,2.23606797749979,3
"9567","43R",60,1,6.70820393249937,9
"9568","43R",60,1,8.94427190999916,12
"9569","43R",60,1,6.32455532033676,8
"9570","43R",60,1,8,8
"9571","43R",60,0,3.16227766016838,4
"9572","43R",60,1,8.24621125123532,10
"9573","43R",60,1,5.3851648071345,7
"9574","43R",60,1,2,2
"9575","43R",60,1,8.48528137423857,12
"9576","43R",60,1,8.06225774829855,9
"9577","43R",60,1,7.81024967590665,11
"9578","43R",60,1,1,1
"9579","43R",60,1,8.24621125123532,10
"9580","43R",60,1,8.48528137423857,12
"9581","43R",60,1,7.07106781186548,8
"9582","43R",60,1,6.08276253029822,7
"9583","43R",60,1,6.08276253029822,7
"9584","43R",60,1,7.28010988928052,9
"9585","43R",60,1,6.70820393249937,9
"9586","43R",60,1,5.09901951359278,6
"9587","43R",60,1,2.82842712474619,4
"9588","43R",60,1,4.12310562561766,5
"9589","43R",60,1,5,5
"9590","43R",60,1,6.40312423743285,9
"9591","43R",60,0,8.24621125123532,10
"9592","43R",60,1,7,7
"9593","43R",60,0,1.4142135623731,2
"9594","43R",60,1,8.06225774829855,11
"9595","43R",60,1,3.60555127546399,5
"9596","43R",60,1,8,8
"9597","43R",60,1,10.6301458127346,15
"9598","43R",60,0,1,1
"9599","43R",60,1,5,5
"9600","43R",60,1,7,7
"9601","43R",61,1,7.07106781186548,8
"9602","43R",61,1,8.24621125123532,10
"9603","43R",61,1,7.61577310586391,10
"9604","43R",61,1,8.54400374531753,11
"9605","43R",61,0,4.12310562561766,5
"9606","43R",61,1,5,5
"9607","43R",61,1,5.09901951359278,6
"9608","43R",61,1,8.60232526704263,12
"9609","43R",61,1,10,14
"9610","43R",61,1,5.3851648071345,7
"9611","43R",61,0,3,3
"9612","43R",61,1,5,7
"9613","43R",61,1,9.4339811320566,13
"9614","43R",61,1,5.09901951359278,6
"9615","43R",61,1,2,2
"9616","43R",61,1,2.82842712474619,4
"9617","43R",61,1,2.23606797749979,3
"9618","43R",61,1,8.06225774829855,9
"9619","43R",61,1,3,3
"9620","43R",61,1,4,4
"9621","43R",61,1,4,4
"9622","43R",61,1,4.47213595499958,6
"9623","43R",61,1,8.60232526704263,12
"9624","43R",61,1,5,7
"9625","43R",61,1,9.21954445729289,13
"9626","43R",61,1,9.21954445729289,13
"9627","43R",61,1,8.94427190999916,12
"9628","43R",61,1,4.47213595499958,6
"9629","43R",61,1,1,1
"9630","43R",61,1,3.16227766016838,4
"9631","43R",61,0,2.82842712474619,4
"9632","43R",61,0,1,1
"9633","43R",61,1,7.07106781186548,8
"9634","43R",61,1,6.40312423743285,9
"9635","43R",61,1,6,6
"9636","43R",61,1,8.24621125123532,10
"9637","43R",61,1,7.61577310586391,10
"9638","43R",61,1,4.47213595499958,6
"9639","43R",61,1,6.70820393249937,9
"9640","43R",61,1,6,6
"9641","43R",61,1,4.47213595499958,6
"9642","43R",61,0,5,5
"9643","43R",61,1,6.32455532033676,8
"9644","43R",61,1,1.4142135623731,2
"9645","43R",61,1,4,4
"9646","43R",61,1,1,1
"9647","43R",61,1,5,5
"9648","43R",61,1,7.21110255092798,10
"9649","43R",61,1,8.06225774829855,11
"9650","43R",61,1,6.40312423743285,9
"9651","43R",61,1,3.60555127546399,5
"9652","43R",61,1,2,2
"9653","43R",61,1,6.70820393249937,9
"9654","43R",61,1,5.8309518948453,8
"9655","43R",61,1,1.4142135623731,2
"9656","43R",61,1,4,4
"9657","43R",61,1,9.4339811320566,13
"9658","43R",61,1,8,8
"9659","43R",61,1,7.21110255092798,10
"9660","43R",61,1,7.28010988928052,9
"9661","43R",61,1,7,7
"9662","43R",61,1,6.32455532033676,8
"9663","43R",61,1,5.09901951359278,6
"9664","43R",61,1,3,3
"9665","43R",61,1,5.3851648071345,7
"9666","43R",61,0,3,3
"9667","43R",61,1,2,2
"9668","43R",61,1,8.60232526704263,12
"9669","43R",61,1,6.40312423743285,9
"9670","43R",61,1,4.12310562561766,5
"9671","43R",61,1,8.48528137423857,12
"9672","43R",61,1,8.94427190999916,12
"9673","43R",61,1,8.48528137423857,12
"9674","43R",61,1,3.16227766016838,4
"9675","43R",61,1,6.70820393249937,9
"9676","43R",61,1,5,7
"9677","43R",61,0,6,6
"9678","43R",61,1,7.07106781186548,10
"9679","43R",61,0,1,1
"9680","43R",61,1,10,14
"9681","43R",61,1,8.94427190999916,12
"9682","43R",61,1,5,5
"9683","43R",61,1,10.6301458127346,15
"9684","43R",61,0,5.65685424949238,8
"9685","43R",61,1,10.6301458127346,15
"9686","43R",61,1,7.07106781186548,10
"9687","43R",61,1,8.06225774829855,9
"9688","43R",61,1,11.3137084989848,16
"9689","43R",61,1,8.06225774829855,11
"9690","43R",61,1,7.07106781186548,8
"9691","43R",61,1,5,7
"9692","43R",61,1,8.60232526704263,12
"9693","43R",61,1,9.4339811320566,13
"9694","43R",61,1,10.6301458127346,15
"9695","43R",61,1,7.81024967590665,11
"9696","43R",61,1,8,8
"9697","43R",61,1,6.32455532033676,8
"9698","43R",61,1,8,8
"9699","43R",61,0,2,2
"9700","43R",61,1,9.89949493661167,14
"9701","43R",61,1,8.06225774829855,11
"9702","43R",61,1,10,14
"9703","43R",61,1,6.08276253029822,7
"9704","43R",61,1,8.94427190999916,12
"9705","43R",61,1,5.3851648071345,7
"9706","43R",61,1,5.8309518948453,8
"9707","43R",61,1,7.21110255092798,10
"9708","43R",61,1,7.61577310586391,10
"9709","43R",61,1,6.08276253029822,7
"9710","43R",61,1,9.21954445729289,13
"9711","43R",61,1,7,7
"9712","43R",61,1,8.24621125123532,10
"9713","43R",61,1,5.09901951359278,6
"9714","43R",61,1,4.24264068711928,6
"9715","43R",61,1,10,14
"9716","43R",61,1,7.28010988928052,9
"9717","43R",61,1,7.21110255092798,10
"9718","43R",61,1,7.81024967590665,11
"9719","43R",61,0,4.12310562561766,5
"9720","43R",61,1,4.12310562561766,5
"9721","43R",61,0,7,7
"9722","43R",61,1,7.81024967590665,11
"9723","43R",61,1,3.16227766016838,4
"9724","43R",61,1,7.81024967590665,11
"9725","43R",61,1,8,8
"9726","43R",61,0,3.60555127546399,5
"9727","43R",61,1,2.23606797749979,3
"9728","43R",61,1,3.60555127546399,5
"9729","43R",61,1,8.54400374531753,11
"9730","43R",61,1,6.08276253029822,7
"9731","43R",61,1,10.6301458127346,15
"9732","43R",61,0,2.23606797749979,3
"9733","43R",61,1,11.3137084989848,16
"9734","43R",61,1,9.4339811320566,13
"9735","43R",61,1,8.54400374531753,11
"9736","43R",61,1,5.8309518948453,8
"9737","43R",61,0,2.23606797749979,3
"9738","43R",61,1,8.24621125123532,10
"9739","43R",61,1,5.8309518948453,8
"9740","43R",61,1,6.08276253029822,7
"9741","43R",61,1,7.07106781186548,8
"9742","43R",61,1,8.06225774829855,9
"9743","43R",61,1,5.65685424949238,8
"9744","43R",61,1,4.24264068711928,6
"9745","43R",61,0,6,6
"9746","43R",61,1,7.28010988928052,9
"9747","43R",61,1,7,7
"9748","43R",61,1,7.61577310586391,10
"9749","43R",61,1,5.3851648071345,7
"9750","43R",61,1,8.06225774829855,9
"9751","43R",61,1,3.16227766016838,4
"9752","43R",61,1,9.21954445729289,13
"9753","43R",61,1,6.70820393249937,9
"9754","43R",61,1,8.06225774829855,11
"9755","43R",61,1,7.28010988928052,9
"9756","43R",61,1,9.89949493661167,14
"9757","43R",61,1,3.60555127546399,5
"9758","43R",61,1,6.32455532033676,8
"9759","43R",61,1,6.40312423743285,9
"9760","43R",61,1,8.54400374531753,11
"9761","43R",62,1,7.21110255092798,10
"9762","43R",62,1,7.07106781186548,10
"9763","43R",62,1,4,4
"9764","43R",62,1,3.60555127546399,5
"9765","43R",62,1,3.60555127546399,5
"9766","43R",62,1,4.47213595499958,6
"9767","43R",62,1,5,7
"9768","43R",62,1,6.08276253029822,7
"9769","43R",62,0,4,4
"9770","43R",62,1,4,4
"9771","43R",62,1,8.24621125123532,10
"9772","43R",62,1,7,7
"9773","43R",62,1,7.61577310586391,10
"9774","43R",62,1,2,2
"9775","43R",62,1,8,8
"9776","43R",62,1,5.09901951359278,6
"9777","43R",62,1,2.82842712474619,4
"9778","43R",62,1,2.82842712474619,4
"9779","43R",62,1,8.94427190999916,12
"9780","43R",62,1,6.08276253029822,7
"9781","43R",62,1,3.16227766016838,4
"9782","43R",62,1,8.06225774829855,11
"9783","43R",62,1,10.6301458127346,15
"9784","43R",62,1,8.54400374531753,11
"9785","43R",62,1,6.32455532033676,8
"9786","43R",62,1,6.40312423743285,9
"9787","43R",62,1,6.08276253029822,7
"9788","43R",62,1,2,2
"9789","43R",62,0,3,3
"9790","43R",62,1,7.28010988928052,9
"9791","43R",62,1,7.81024967590665,11
"9792","43R",62,1,8.54400374531753,11
"9793","43R",62,1,5.8309518948453,8
"9794","43R",62,1,5,5
"9795","43R",62,1,5,7
"9796","43R",62,1,8.24621125123532,10
"9797","43R",62,0,1.4142135623731,2
"9798","43R",62,0,1,1
"9799","43R",62,1,10,14
"9800","43R",62,1,7.28010988928052,9
"9801","43R",62,1,5.3851648071345,7
"9802","43R",62,1,8.24621125123532,10
"9803","43R",62,1,8.06225774829855,11
"9804","43R",62,1,9.21954445729289,13
"9805","43R",62,1,5.8309518948453,8
"9806","43R",62,1,8.06225774829855,9
"9807","43R",62,1,7.07106781186548,10
"9808","43R",62,1,10,14
"9809","43R",62,1,7.28010988928052,9
"9810","43R",62,0,5,5
"9811","43R",62,0,2.23606797749979,3
"9812","43R",62,1,9.4339811320566,13
"9813","43R",62,0,6,6
"9814","43R",62,1,8.60232526704263,12
"9815","43R",62,0,5.09901951359278,6
"9816","43R",62,1,1,1
"9817","43R",62,1,7.07106781186548,8
"9818","43R",62,1,8.54400374531753,11
"9819","43R",62,1,8.06225774829855,9
"9820","43R",62,1,9.21954445729289,13
"9821","43R",62,1,9.4339811320566,13
"9822","43R",62,1,2.23606797749979,3
"9823","43R",62,1,4,4
"9824","43R",62,1,6.32455532033676,8
"9825","43R",62,1,3.60555127546399,5
"9826","43R",62,1,8,8
"9827","43R",62,1,4.12310562561766,5
"9828","43R",62,0,1.4142135623731,2
"9829","43R",62,1,6.70820393249937,9
"9830","43R",62,1,7.07106781186548,8
"9831","43R",62,1,1,1
"9832","43R",62,1,11.3137084989848,16
"9833","43R",62,1,9.4339811320566,13
"9834","43R",62,1,10,14
"9835","43R",62,1,5,5
"9836","43R",62,1,6.40312423743285,9
"9837","43R",62,1,5.3851648071345,7
"9838","43R",62,1,7.81024967590665,11
"9839","43R",62,1,6,6
"9840","43R",62,1,6.08276253029822,7
"9841","43R",62,1,6.70820393249937,9
"9842","43R",62,1,8.94427190999916,12
"9843","43R",62,1,8,8
"9844","43R",62,1,8.54400374531753,11
"9845","43R",62,1,8.94427190999916,12
"9846","43R",62,1,9.89949493661167,14
"9847","43R",62,1,9.21954445729289,13
"9848","43R",62,0,5.3851648071345,7
"9849","43R",62,1,7.81024967590665,11
"9850","43R",62,1,4.12310562561766,5
"9851","43R",62,1,8.06225774829855,9
"9852","43R",62,1,8.60232526704263,12
"9853","43R",62,1,2,2
"9854","43R",62,0,2,2
"9855","43R",62,1,5,7
"9856","43R",62,1,4.24264068711928,6
"9857","43R",62,1,7.61577310586391,10
"9858","43R",62,1,4.47213595499958,6
"9859","43R",62,1,3.60555127546399,5
"9860","43R",62,1,6.32455532033676,8
"9861","43R",62,1,5.8309518948453,8
"9862","43R",62,1,5.8309518948453,8
